Comentario,Fecha,Estrellas,Nombre,Tipo Establecimiento,Dirección,Coordenadas,Latitud,Longitud,Calificación,Fecha_numero
"Es un hotel ubicado en un lugar central.
Sus habitaciones son muy amplias
El desayuno es espectacular",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
El hotel mas elegante muy bueno.,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Gracias especialmente para el Sr. GABRIEL PONCE por su apoyo durante los eventos  de capacitación, excelente  servicio de atención a los participantes.",Hace 10 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,08/26/2023
"me gustó mucho que las habitaciones estuvieran muy bien ordenadas, podría ver esas habitaciones como una hora de arte. esta es la segunda reseña que escribo porque es la segunda vez que visito el hotel y todo fue maravilloso como en la primera visita, muy buen trabajo el de los trabajadores del hotel.",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Muy buena la experiencia, es muy agradable, el personal siempre dispuesto a colaborar y ayudarte. Buen servicio",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
100% recomendable un buen servicio y exelente hotel para acoplarse,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
lindo elegante un buen hotel para la familia,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Muy buen servicio, comodo, elegante, su personal es muy amable, me senti como en mi casa, gracias",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"Estuvimos grabando una película en el hotel y también hospedamos a los actores que vinieron de afuera y nuestra experiencia fue maravillosa. Todos son super amables, accesibles, excelentes personas. Las instalaciones super cómodas. Recomiendo 100% el hotel, nos hicieron sentir como en casa. Gracias por todo",Hace 3 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2021
"Sindudas una de mis mejores experiencias, todo fue de primera.",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"La atención del señor Víctor Andrés fue muy atenta y cordial.

Excelente servicio.",Hace 8 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,10/25/2023
Acogedor Aquel lugar mi esposa y mis hijos me pide que sigamos yendo al mismo lugar en las siguientes vacaciones excelentes atención,Hace 10 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,08/26/2023
Tiene muy buena ubicación,Hace 4 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,02/22/2024
Hermoso lugar muy recomendado muy bonito y las gente muy amable un lindo sitio para pasar en  familia.,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"Hotel muy bonito, la atención especialmente de recepción excelente 20pts, no me gustó la atención del servicio de aseo y limpieza de la habitación.un día siempre dejaban de hacer algo importante",Hace 2 años en Google,3/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,0.0,06/22/2022
"Hotel muy bonito, la comida muy buena y la atención del personal también",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
Que buena atención y todo,Hace un mes en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,05/22/2024
"mi experiencia fue maravillosa el hotel es divino hay desayuno y mucho mas las habitaciones son una locura estan bien ordenadas, haceadas y todo",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"El mejor lugar con cómodas habitaciones, y la atención personalizada",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Hotel muy recomendable para visitar Quito. La habitación ronda los 100 o 120 $ la noche con alojamiento y desayuno. El hotel está muy bien y las habitaciones también. Lo que más me gusta es el desayuno ya que es muy completo e incluso puedes pedir alguna cosilla en la cocina. El personal muy amable.,Hace 6 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/23/2018
Muy cómodo y súper amable el personal,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Waaaooo, es unos de los mejores hoteles de la ciudad.",Hace 6 meses en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Un muy acogedor y muy recomendable para fechas especiales, reuniones, cualquier tipo de cursos.",Hace 8 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,10/25/2023
"Es un muy buen lugar bastante recomendable, sus habitaciones están bien limpias, la atención es bastante buena, etc.
Excelente lugar.",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Excelente servicio 10 de 10, recomendado al 100%",Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Excelente ubicación, buen servicio, cómodo, buena alimentación, un ambiente único, un desayuno espectacular. Vale la pena venir.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Excelente servicio, personas muy amables y profesionales. Las instalaciones muy cómodas, limpias y en excelente estado. Muy recomendando.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Fui a un concierto a Quitó y por recomendaciónes vine a este hotel y me voy muy contenta por la atención en especial por Yadira en recepción quien se portó muy cordial ... recomiendo este hotel por su ubicación ,limpieza y buen servicio",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Este lugar a sido el mejor que he conocido, volvere pronto.",Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Habitaciones confortables y bien aisladas.
Personal solicito y muy agradable
Desayuno variado y con opciones sin gluten.
Carta del bar, breve pero con productos de calidad.
Buena zona, llena de restaurantes y bares.",Hace 5 años en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/23/2019
"Fue una excelente estadía,  en especial los horarios del desayuno y la atención  de Diana,  Roberto y Gabriel,  que estuvieron  pendientes  de nosotros  en todo momento.

Altamente  recomendado 👌",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Muy buen servicio; agradecida con Lincon, Estefanía y al resto del equipo por su atención y amabilidad",Hace 9 meses en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,09/25/2023
"Muy bonito lugar habitaciones amplias y confortables, el desayuno está incluído, todo muy agradable, el personal del hotel muy amables y dispuestos para ayudar",Hace 2 años en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
Es exelente lugar,una semana atrás en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/21/2024
Lujar súper tranquilo buena vista bien cómodo de lo mejor disfruta de esta experiencia,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"Excelente atención de todo el personal, bastantes opciones para tomar el desayuno, la habitación muy limpia, ordenada, linda, con agua caliente y con buen aislamiento de ruido.
Está ubicado en una zona bastante tranquila y con muchas opciones de restaurantes a su alrededor.",Hace 6 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/23/2018
"El hotel cuenta con excelente limpieza en todas la áreas, cuidan mucho el tema de bioseguridad,  son muy amables en atención muy recomendado para que puedan hospedarse.",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Excelente ubicación, confort y buen servicio en general",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"Excelente 👌 servicio, la atención espectacular.",Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"El hotel está bien ubicado, la atención amable y las instalaciones muy buenas. El checkin es muy rápido. El wifi al menos en mi habitación en la planta 16 malo, solo llega hasta la puerta de la habitación. Recomendable. Romo Service 24 horas.",Hace 7 años en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/23/2017
Realizamos en su restaurante un almuerzo de amigas. Quedamos muy satisfechas por la excelente atención y deliciosa comida. Muy recomendable para realizar eventos.,Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Excelente atención y servicio por parte de los colaboradores, la habitación muy confortable, comida deliciosa, calidad impecable.",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
Recomendado para descansar y disfrutar de la familia y recorrer las instalaciones q tiene el hotel,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Muy buen sitio para hospedarse,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Muy rica la comida en el restaurante,  y quiero destacar el servicio de Diana y Alexandra",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"Hermoso lugar, la comida es riquísima, el paisaje esta bastante bonito.",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
"Hermoso lugar con excelente ubicación, el personal de servicio simplemente maravillosos muy amables te hacen sentir en casa",Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Víctor,  Lincoln, Gabriel,  Roberto  y Diana, muy serviciales. Yanira en recepción,  muy atenta.",Hace 9 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,09/25/2023
Excelente lugar para vacaciones!,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Excelente hotel, dan un muy buen trato",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Excelente servicio recomedado 100%,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
"Excelente, desde la atención hasta la comodidad, lo recomiendo mucho, 5 estrellas!!!",Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Es un buen Hotel y buen servicio,Hace 6 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,12/24/2023
Excelente atención y servicio.,Hace un mes en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,05/22/2024
Excelente servicio el q ofrecen lo recomiendo,Hace 5 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,01/23/2024
"Gran servicio, muy básica la habitación pero bien.",Hace un año en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2023
"Lindos espacios, amplias las áreas comunes y estructura moderna. Los salones espaciosos y buena iluminación. El baño común es poco pequeño pero limpio y moderno. Buena señaletica. La presentación del coffee break buena, pero poca variedad.",Hace 4 años en Google,4/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2020
Buen hotel con precios cómodos un lugar increíble para relajarse,Hace 11 meses en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,07/27/2023
Un hotel de cadena perfectamente ubicado en el norte de la ciudad con varias opciones de restaurante a su alrededor. Tiene una excelente relación precio - calidad. Es perfecto para viajes corporativos y Business & Leisure.,Hace 2 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2022
"Este Hotel en realidad superó mis expectativas en cuanto a la atención y servicio, quienes atienden son personas muy amables y profesionales, las instalaciones del Hotel te harán sentir cómodo y contento, las habitaciones modernas, elegantes y acogedoras (detalle importante TV con canales HD, Baños amplios y brillantes, habitación climatizada, cama que parece una nube) , el desayuno está incluido y tiene inmensa variedad de opciones para comenzar excelente tu dia....Muy recomendado !!!",Hace 4 años en Google,5/5,Hotel NH Collection Quito Royal,Hotel,"Luis Cordero 444, Quito 170143","('-0.2052995', '-78.4848863')",-0.2052995,-78.4848863,1.0,06/22/2020
